review,sentiment
"this is film is probably one of the best i've seen so far. i would put it only second to All About Lily Chou-chou because it kind of gives me the same vibes....'9 souls' is about 9 prisoners who have just escaped prison to go and find some counterfeit money stored in a time capsule at Mount Fuji Primary School. they later find out that there wasn't much there and set off on their own ways. the first half of the movie is just a time for the characters to be introduced and for the main points to be stated. it is a comedic yet serious part of the journey. the second half, moved me to tears. as the movie progresses, each character goes and tries to fulfill their dreams, but unfortunately ending somewhat badly. in the end only 2 of the 9 escapees are left. the way that each character left the scene was very sad and you will probably feel tears in your eyes. a beautiful film directed fantastically. this is a movie for people who have enjoyed Toshiaki Toyoda's other films such as 'Blue Spring'.",positive
"When this film opened back in 1976, legend has that it was met with massive jeering and disdain --- it was widely considered a failure. I vividly remember Ebert giving it one star and it was supposedly booed at Cannes.<br /><br />Apparently these people didn't understand the movie, which is not that hard to comprehend since it's very esoteric, dark, and layered in ways that still astound me. Reading through many of the reviews here I find (even after about 7-8 viewings over the years) many elements of the film I had previously glossed over. But even without understanding much the psychological underpinnings of the story, it's still a cracking suspenser...even if you just take the escalating paranoia and persecution that overtakes Polanski's title character like a tsunami wave over the course of it's two hour running time.<br /><br />Examining the source material --- an excellent novella by underrated novelist Roland Topor --- uncovers more intriguing layers. Polanski's Trekovsky is a milquetoast of the highest order. Though he seems at first to be yet another mild everyday soul, one gradually realizes he is one of those people who seems to aimlessly drift through life, letting it direct him. He seems to have few strong feelings about his likes and dislikes. He finds himself gently pushed this way and that, but never seems to get too bent out of shape regardless. This vague sort of wishy-washy-ness is more noticeable in the novel than the movie, but there are hints of it early in the film too.<br /><br />Making a play for the apartment of a woman, one Mademouiselle Choule, who is in the hospital recovering from a recent suicide attempt, appears to be the most daring thing he has attempted (even effectively haggling down the price of the deposit in the bargain). He soon finds, however, that he is paying for his ""good thing"" in more ways than he cares, as he finds himself in the center of maelstrom created by a building full of neurotic, control freaks who are hypersensitive to even the slightest sign of human life, such as a footstep in the night or a knock on the door.<br /><br />Instead of taking a stand though, Trelkovsky becomes increasingly alienated by the situation, and overtaken by paranoia and a sense of persecution. He becomes obsessed with Choule, imagining himself to be like her, dressing like her, etc. as his own personality rapidly begins to be wiped away by his own insanity.<br /><br />If anyone has ever doubted Polanski's fearlessness as an artist, they'd be well-advised to see this film. His trademark black humor is prominently (and sometimes embarrassingly) on display here and --- god bless him --- he makes himself the butt of it. It's a tour de force performance in one of the richest, riskiest, most Gothic horror movies ever made. That more people haven't seen it is a true crime.",positive
"After searching for 6 months, I finally found this DVD. All I can say is it was damn well worth the wait! ""Rush in Rio"" may very well be the greatest rock DVD in existence. I'm not joking. It's incredible! All the fuss about the sound being crappy is true, however it doesn't make the concert unwatchable. I find it makes you feel like you're actually in Rio watching the concert from the audience. That's one of the reasons I love this DVD. It makes you feel like you're actually there. Also, Geddy, Alex and Neil have never been in better form! Geddy's vocals are flawless, Alex's guitar playing is still incredible, and Neil - absolutely no words to say. The camera work on this concert was very good I must say. They gave us a good look at everything that was going on on-stage, and in the audience. Kudos to the cameramen! Anyways, enough of my raving! Go watch ""Rush in Rio"" for yourself. You will be amazed. I guarantee it.<br /><br />10/10",positive
"For me, North and South (Books I&II) is the ultimate TV series of the 80's. Just spotting all those cameo appearances was highly entertaining.Gene Kelly, James Stewart, Elisabeth Taylor, Olivia De Havilland, Robert Mitchum, even Johny Cash¡ No series has come close to this achievement.Have you ever seen anyone looking like Lincoln? Dick Smith's prosthetics made Hal Holbrock's powerful performance even more so. The crafted costumes, the jaw dropping locations, everything. It's clear that nowadays there are excellent and bright TV series (Desperate Housewives, Lost,24) but North & South was, and still is, one of its kind. Don't miss it. Only David Carradine's portrayal of the ultimate villain (you may call him just violent husband) worths the viewing. Maybe some characters and situations are too stereotyped, I admit it but the positive sides clearly cast a shadow over them. I'm so glad that finally is available on DVD in Spain.",positive
"Great characters, great acting, great dialogue, incredible plot twists in plain language one of the best shows I've ever seen in my life. Do yourself a favor and watch this show, you won't regret it. This show re-writes the book on Sci-Fi!",positive
"I love Sarah Waters's Fingersmith, and was worried about the TV adaptation as I'd been disappointed by the BBC's version of Tipping the Velvet (which although beautiful to look at was let down by Keeley Hawes not being able to sing, and Rachael Stirling not being able to act). Fingersmith is a very tightly plotted novel with breath taking twists and turns and I wondered if this could be done justice to in just 3 hours.<br /><br />I needn't have worried. The adaptation was excellent, very little cut out, and went along at a cracking pace (although I did wonder whether if you hadn't read the book, would you miss things?). It had the look and feel of a BBC classic costume drama and i kept having to remind myself that this is a contemporary book.<br /><br />The acting was stellar. Sally Hawkins acting her heart out as Sue Trinder, and Elaine Cassidy, a slow burner, who by the end of the story was incandescent as Maud Lilley. The love, the passion, the realisation of the acts of betrayal both would have to perform, were written on their faces. It was a joy to watch.<br /><br />I hope Rachael Stirling was watching: that's how you play a Sarah Waters character!",positive
"The first time I had the window of opportunity to see this all but forgotten classic was back in the early 1980's,at one of our art houses as a revival. As I watched this fever dream of an exercise in 1930's sexuality, I thought YOWZA! They got away with murder in Europe back in the day. Unfortunately, this film was heavily cut in it's original U.S. release by the blue nosed Hayes Office (the staunch government censorship board,started by the ""holier than thou"" Bible thumper, Will Hayes...a former Post Office official,if you can believe that),due to it's overall theme of human sexuality (Heaven's forbid humans actually had sex in the 1930's). The plot of Ecstasy concerns a young woman (played by Hedy Lamarr)who marries a much older man,and later regrets it. She (Lamarr)meets a handsome younger man & has an affair with him, resulting in a divorce from previous husband (another no no in Hollywood movies back then---Divorce!). Despite the fact that the film was produced in 1933, it was probably the director's first time working in the sound format (i.e. the film seems to possess techniques that were used mostly in silent films---i.e. 1920's expressionism's). It's still worth searching out for a window into early European talking pictures,along with Luis Bunuels L'Age Dor (1930),and Karl Gustav Dryer's 'Vampyre' (1931). Not rated,but contains that infamous nude swimming scene & some thinly veiled sexual references, which would fare little more than a PG-13 by today's standards (but would have easily landed the dreaded 'X',back in the 30's,if it existed then)",positive
"It's too bad these guys, the so-called judges, are such jerks, even the nominally ""sensitive"" ones. It's the self-congratulatory tone that really makes me sick though; these guys don't have any perspective on their behaviour. I think the real problem, though, is the quality of the contestants. Not a single smooth or truly charming one in the lot. They pick the most pathetic girls out of the crowd because they're the only ones these guys have a chance with. Let's see some real players trying for a truly unattainable girl, and maybe you have a show. Otherwise, you have a revolting half-hour of self-love. And real sexual tension takes two.",negative
"I have seen previous movies from Cédric Klapisch, and therefore expected a quality movie with psychological depth. Having been an Erasmus student myself and having visited several friends studying abroad, I know very well what it means to spend some time abroad and mix with different cultures at the same time. Yes, it is great fun! Because of that I thought I should not miss this movie. Unfortunately I was disappointed to find that L'Auberge Espagnol fails to satisfy in many ways: the characters are stereotyped, the events are trite and the story is shallow. Although there are quite a few familiar situations, they are irritatingly cliché and do not go beyond the trivial events. This made the movie uninteresting to watch, and gave me a strong ""been-there-done-that-don't-you-have-anything-to-add?"" feeling. Apart from that, the movie lacks a firm story. It sometimes looks more like a documentary or 'real-life' show than a seriously made movie.<br /><br />However, I can imagine that if you haven't studied or travelled abroad, this might be fun to watch.",negative
"Dean Koontz's book ""Watchers"" is one of the finest books I have read. Sadly, the movie is a sad caricature of the book. The disillusioned middle-aged hero and the lonely spinster with whom he finds a meaning to his life are converted in the movie into a couple of silly teenagers, the stoic security agent and the conscientious sheriff are combined into a farcical villain - you get the picture? The moviemakers have taken a moving tale of love, horror and adventure and converted it into a Z-Grade horror flick aimed - very poorly - at the teen market.<br /><br />Buy the book and enjoy many hours of reading - it will be far, far more rewarding than watching the movie.<br /><br />",negative
"I've been looking forward to the release of this movie since I first heard the concept two years ago, and I was not disappointed. I won't bother summarizing the story since everyone else has, but I will say that it was just plain entertaining throughout. The performances were great, as was the music, and the main characters were likeable.<br /><br />My only complaints are: (1) the story was definitely lacking; the movie wrapped up very abruptly- in fact the writing became pretty lax in the second half, as though the writers weren't sure what to do with the plot. Since the plot wasn't nearly as important as the music and the action, this didn't really affect the entertainment value of the film, so this is not as major a complaint as it would seem.<br /><br />(2) This is really nitpicky, but the music that the characters in the movie were listening to was sometimes dated after 1985, when the movie was set. INXS' Devil Inside was from 1987 and AC/DC's Are You Ready was from 1990, among other mistakes. This bothers me a bit, since they obviously went to lengths to make a good period piece, they could have checked the copyright date on these songs to make sure they were 1985 or earlier. Again, not a big deal.<br /><br />Oh, I thought of something else that was strange. The Steel Dragon band members were supposed to be English, but for some reason Dokken bassist Jeff Pilson and Ozzy guitarist Zakk Wylde played band members, and they each had a couple of speaking lines in AMERICAN accents. That was kind of lazy also, but it was still cool to see actual musicians playing musicians, so I will forgive that as well.<br /><br />I could probably nitpick all day, but I don't want to give the impression that this wasn't a super entertaining movie. I will probably buy the DVD when it comes out, and I will certainly buy the soundtrack CD simply for the six Steel Dragon songs (some of which were sung by the singer from the band Steelheart, if you remember them!). The highlight of the film was possibly a great outtake where Mark Wahlberg is lipsynching to a rock song on stage and suddenly someone plays ""Good Vibrations"" by Marky Mark and the Funky Bunch. The surprised look of Mark's face is priceless. Classic rock and roll flick! Score: 8/10 due to extreme entertainment",positive
"The following ""review"" is one from the wrong side of the tracks, meaning two things: You will hear nothing but praises coming from me and don't be fooled by my rating. I also could tell you that this review contains no spoilers, but technically... that's a lie.<br /><br />Well,... Screw the review. I'm just going to ramble a bit. It has been a while since I had so much fun with such a bad film. And if you cannot enjoy this piece of utter drivel, then you simply have no sense of humor. First off, this movie was meant to be taken seriously, and that's the main aspect were the fun is coming from. The story? A doctor's son is terminally ill. Daddy-Doctor decides that a hart-transplant must be the only way of saving his son. So, in true mad-doctor-style, he decides that the heart of a gorilla will do the trick. Of course, the gorilla-heart is ""much too potent for a human"", so sonny-boy transforms into this hideous Ape-Man that immediately breaks free and goes on a killing and raping spree (because that's simply what any horny beast would do, isn't it?). The make-up of our Ape-Man is hilarious. There's simply no other way of putting it: The guys' face looks like a turd! I'm talking human excrement here, the solid brown kind! Beautiful! The gore in this flick is wonderful too: Aside from real footage of an open-heart surgery, we also have incredibly fake (but quite nasty) looking blood & gore effects: a decapitation, an eye-gouging, a throat-ripping, the scalping of someone's skull,... It's hilarious, and indeed it's quite incomprehensible why NIGHT OF THE BLOODY APES ever made it to the notorious UK Video-Nasties list, because all of the nasty things portrayed in this film are simply too ridiculous to be taken seriously. Oh, and there's only one bloody ape running around in it too, by the way. So, needless to say that LA HORRIPILANTE BESTIA HUMANA is a much more accurate title for this terrifying and convincing tale of science gone horribly wrong.<br /><br />When not trying to shock with poorly staged acts of bloody violence or random portrayals of female nudity, this movie manages to be highly entertaining with ingredients like nonsensical dialogues, cheap cardboard sets, plot stupidity and incredibly bad acting. Just a few random examples, maybe? About the sets: One can clearly see that the set-designers just used the same walls, doors, windows (etc.) over and over again to be build various different interior sets (e.g.: One side of the hospital room - the window side - where the unconscious wrestling girl lies, looks suspiciously similar like the window side of the basement-laboratory from where Ape-Man escapes; The set-designers also took one of the side-windows from the laboratory, made it a bit larger and just placed it in the conference-room of the hospital; All the walls in any building are the same grey-ones;...). Then there's the setting of the park. Clearly shot in a studio, you can see (on several occasions) that the grass is loose. Whenever there's some struggling/fighting/raping going on, the grass just shifts and shuffles and you can see the grey concrete from the studio-floor beneath it.<br /><br />Just a few random lines that come out the actors' mouths: <br /><br />-- In the conference-room where all the doctors are debating the disappearance of Unconscious Wrestling Girl (a disappearance that would of course mean bad publicity for the hospital), Daddy-Doctor intelligently utters ""We find ourselves in a situation that is difficult"".<br /><br />-- During that same debate a colleague-doctor cleverly remarks ""A sleepwalker! Any sleepwalker gets up."", hereby providing a solid excuse for the disappearance of Unconscious Wrestling Girl.<br /><br />-- After our investigating detective, through the amazing process of his own logical deduction, concludes and tells his superior that the murderer must be a half man/half beast, his superior answers that it's absurd, adding the line ""It's more probable that of late, more and more, you're watching on your television many of those pictures of terror""... Truly one of the best lines of the movie.<br /><br />Other sources of laughter: <br /><br />-- The two scenes were Daddy-Doctor and his Igor-like assistant kidnap the gorilla from the zoo and Unconscious Wrestling Girl from the hospital - these well thought-out acts of abduction are like taking candy from a baby.<br /><br />-- Daddy-Doctor speaks to God a lot, doesn't he?<br /><br />-- Sonny-boy calling Daddy-Doctor ""Papa"" on more than one occasion.<br /><br />-- An old lady screaming ""Aaargh!!! A dead man! A dead Man! A Dead Man!! A DEAD MAN!!!"".<br /><br />-- The plot periodically stops to wallow in scenes of women wrestling, only to go on again and do nothing with that concept. Sure, Daddy-Doctor replaces Sonny-Boy's gorilla-heart a second time with that of Unconscious Wrestling Girl, but do you think something spectacular happens after that? Like Ape-Turd-Man growing breasts or something, trying to rape men this time? Our leading living wrestling beauty (Norma Lazareno) doesn't even go into a climactic wrestling contest with Ape-Turd-Man near the movie's finale... But Ape-Turd-Man does start to show some motherly love near the end... almost (and I say ""almost"") in true KING KONG-style (i.e. the top of a building and people on the ground pointing and screaming).<br /><br />Okay, I think that's enough now. I chipped in more than my two cents here. Vomitron's Rational Rating for this sleazy piece of hilarious dreck: 2/10. Vomitron's rating From the Wrong Side of the Tracks: 8/10. Go see this film, people. It is well worth it!",negative
"Highly flawed but just about watchable `comedy' that runs like a Farrelly brothers reject. The most criminal thing about it though is the casting. I couldn't for one minute believe Jerry O Connell and Jake Busey in the role of superstuds, who could pull any woman at the drop of a hat, nor could I believe (the very beautiful) Shannon Elizabeth as a streetwise tough cop!. Story is predictable but does manage to raise a titter on a few occasions, although, the `gross out', meant to be `shock comic' scenes, (one involving an amputated testicle, and another set in a sperm bank) are just plain awful. If this film is on TV then its probably worth watching if you are extremely bored, but please don't waste your money renting it!!",negative
"Over the years I've watched this movie many times from seeing it on ""HBO"" and I now own a copy on DVD. I must say it's very memorable and entertaining in the meantime it's interesting and educational too. As any TV fan can relate to the time of the early 90's when the time came up to replace Johhny Carson the TV living legend of ""The Tonight Show"" who's it gonna be Jay or Dave? This original film from HBO ""The Late Shift"" stays true to form and depicts the real events very well showing the behind the scenes battle between networks heads of NBC and CBS and even ABC they were all fighting for the services of Jay and Dave. The acting makes it seem real as very little actual TV footage is shown with real life people as the actors portraying Leno and Letterman make it seem so real. I haven't read the Bill Carter book so I don't know if it stayed true to the pages, but I have highly enjoyed this film over the years. From the moment when it starts showing CBS entertainment heads watching Leno sub for Johhny and they decide they want to get in on the late night game. Yet when Carson announces his unexpected retirement NBC wants to stay loyal with Leno yet conflict arrives when Letterman wants a crack at the slot at 11:30 too. It was fun to watch the wacky meeting with Michael Ovitz(Treat Williams)who makes all networks want to consider Letterman for a show. It was interesting to see the scene of Johhny telling Letterman by phone in a direct way to walk from NBC and consider CBS. And by the way Rich Little was terrific as Johhny Carson his portrayal couldn't be matched. And plenty of tense moments were provided by showing the bickering and firing of Leno's talent manager Helen which NBC heads pressured him to do. Overall great film that showed what TV is really like and it proves that networks are power and money hungry while showing that's it's a cutthroat business. Clearly there's no business like show business. Great work from HBO very memorable and a watch anytime it showed the true story of the late night wars.",positive
"I know that many people will/have automatically given this film a rating of 1, just because it doesn't have the huge budget and top-of-the-line special effects that they are used to. I, however, knew what I was getting myself into when I popped this into the VCR.<br /><br />I don't think we get much more low-budget that this, unless we are filming a family reunion. The lighting is awful, sound quality is at times incomprehensible, and the acting is ultra-bad by almost all involved. BUT, this is still a fun movie and the plot is interesting enough. It centers around a fellow named Tom Russo (Asbestos Felt), who has been down on his luck with his job. He is very protective of his wife and does not allow her to work, putting even more pressure on himself. As he begins working more hours, we see him slowly transcend into madness and obsession and he becomes suspicious that his wife cheating on him and begins to brutally murder the various men (most repair guys) that he feels are responsible. <br /><br />I must say that the gore effects are extremely cheap, but fit with the overall tone of the film.. The brutal ways that Tom Russo comes up with to murder these men gives us an idea of just has mad he has become. The pacing of the film is also very good and there is rarely a boring moment. The ending really doesn't follow the rest of the plot of the film, as it seems to want to go from a psycho-slasher film, to a ""Dawn of the Dead"" wannabe, but it is entertaining nonetheless and I must give Tim Ritter credit for wanting to use an unconventional ending. <br /><br />I can honestly say that I enjoyed this film, but it is by no means a good film, if that makes sense. It's budget is its main stumbling block and the consequences are almost too much to overlook. I DO NOT recommend this to people who are totally spoiled by the big-budget movies and who can't have an open-mind to ultra-low budget films. You simply won't enjoy it. For others, and fans of gore--I say give it a shot. You will find at least SOMETHING redeeming in it! <br /><br />My Grade: D",negative
"I spent 5 hours drenched in this film. Nothing I have ever seen comes close to the delicious funk this film left me in. Never mind females advanced aging dilemma's, human fear vaults off the screen for your viewing. Personally engaging to the ninth degree, the film invests one with an undeniable shared feeling for our lives'. I enjoyed this dalliance with raw wounded gall deep from within. It empowers a mutually shared vestment in the history of human encounters reaching far deeper into the pain, isolation and skewed views of self and others. The result forgives our tepid forming of a bridge away from the muddy sludge of dead we must encounter. The birth in finding real people is a happy pursuit. The effort for realism intersects with the dark ground of our bankrupt culture.",positive
"At the time, ""My Left Foot"" was the little movie that could. It was hugely popular, and everyone applauded the fact that such a small, independent film could make it all the way to the Oscars.<br /><br />Since then, movies like ""My Left Foot"" are a dime a dozen, so it might be hard in retrospect to understand what all the fuss was about. It's certainly a well made and competent film, but it's clear that the bulk of its success rests on the shoulders of Daniel Day-Lewis, who immerses himself in the role of Cristy Brown, a man living with cerebral palsy. Day-Lewis pulls off the same bit of stunt acting that had won Dustin Hoffman an Oscar the year before for playing a man with autism in ""Rain Man,"" and the Academy followed suit by giving Day-Lewis the same honor.<br /><br />The only thing really separating this film from a big budget Hollywood production is just that -- its budget. In every other way it's just as formulaic as any standard product. That's not to say it isn't a good movie, but it's not a masterpiece.<br /><br />Grade: A-",positive
"I just watched this movie and I've gotta say that with such a great premise and great talent this turkey just lays there!!! A friend lent me this movie and I watched with an open mind mainly because he had such high praise for the story. <br /><br />Well, the movie started off with Kevin Costner as a fighter pilot retiring... why? Why did they make him a fighter pilot? He was supposedly going to be hired by Anthony Quinn's character to be his new pilot... well, we never see Costner go near a plane for the rest of the movie! <br /><br />Costner runs into a Texan (James Gammon) selling a horse to a big Mexican businessman and Costner tags along for a ride. Without knowing what happened, Gammon is beat to near death and Costner drives him to the meeting, which happens to be with an associate of Quinn! But, nothing comes of it... nada, zilcho! Why did they have Gammon's character? Why did they have the horse sale with the Quinn associate if nothing was to come of it? <br /><br />Also, after they leave Costner for dead, they make Madeline Stowe's character become a whore, then she attacks one of Quinn's men that was paying for a turn... she stabs him with his own knife, and the next thing she's been moved to a convent! No explanation as to why she was moved, or when it was done!<br /><br />Too much talent wasted on such a weak script and poor editing!! I only watched this because a friend owned it and let me watch it... I'm going to throw it at him for the 2 hours I wasted of my life watching the blasted thing!",negative
"I normally am a glutton for poor movies, but this thing stunk.<br /><br />Do not watch this movie.<br /><br />Terrible effects and very little humour, what the hell was the point of making this movie? No gore to speak of and no acting to speak of.<br /><br />I could only manage 45 minutes of this rat dropping of a movie, and that is rare for me.<br /><br />Something positive to say about this drivel? cover art was OK, I am pretty sure the movie has a ending too, even tho I did not make it to it.<br /><br />The rats were unorganized and blew their lines constantly,they lacked intensity and seemed just to be going through the paces for their paycheque. The actors were worse.",negative
"The movie is good and I think Tiffany Amber is very beautiful. I liked the movie. Can anyone tell me how I can get hold of the songs from this movie? Even the soundtrack will do. If that's not possible, can I at least get the names of the songs with their respective singers? I tried to look up amazon.com but its not there. I tried CD baby, not there either. I browsed through Google to get some details but there weren't any. I would appreciate it if someone could give me the answer to my question. I know that the songs belong to Country Music and is sung by a country artist. I just need the title names along with the singer. I would recommend this movie or rather the songs to any country loving person.",positive
"Having majored in Western History when I was a student in college seeing the views on World War II are quite discomforting and in a whole completely wrong. World War II was the most graphic and bloody affairs to ever occur in world history. While the Axis Powers conducted many crimes against humanity which is still the view today and the correct many people forget that not every German soldier was out to exterminate the Jewish population, not every Japanese soldier swung a samurai sword around and flew kamikaze missions, and not every Italian soldier was a Fascist. Most of these soldiers for the Axis powers were normal people like you and I caught in a terrible conflict and just happened to be fighting for a country they loved.<br /><br />The Battle of Stalingrad was arguably the most lethal battles in world history with over 1,500,000 casualties sustained over the course of the battle. The film Stalingrad follows a German platoon and its leader Lieutenant von Witzland as they are reassigned to the Eastern Front to battle the Soviets at Stalingrad. Von Witzland acts as sort of the main character with two other men, Rollo and Fritzi. They all are normal men and seem to be completely unaware to what is happening back in Germany and Poland.<br /><br />The film follows the course of the battle. The film is overall very bleak when it comes to its portrayal of combat and a soldiers life during the battle. We are shown numerous gruesome battles and intense violence outside of the battles (including a firing squad sequence). Overall the battles are the earliest examples that I know of that portray the loss of limbs and overall in your face death sequences and violence. Much of the inspiration for Saving Private Ryan's battle sequences seem to have come from this film.<br /><br />The film does not aim to make the German's completely innocent of everything in the film. Several of the higher ranking officers of the army are portrayed in the usual view most people are use to, evil. Most of the soldiers are just normal people who often speak of home. The film makes it clear quite quickly that not all Germans were responsible for what happened during the Holocaust, most of the country and army was entirely oblivious to the fact that genocide was taking place. The film makes it clear that the soldiers in the Germany Army was simply fighting for a cause they really didn't understand and most wished just to return home rather than freezing in negative degree temperatures in Russia.<br /><br />The film really shows how hellish war is, especially World War II. The battle scenes will shock you with its gritty realism and the story is quite easy to follow as you are simply following a platoon during the battle. As with most war films do not expect much happiness after seeing it. It will leave you in a bit of a depressed mood just from seeing the life most of the soldiers on the Eastern Front faced. Not recommended for children. <br /><br />4/5 stars",positive
"""Deliverance"" is one of the best exploitation films to come out of that wonderful 1970's decade from whence so many other exploitation films came.<br /><br />A group of friends sets out on a canoe trip down a river in the south and they become victimized by a bunch of toothless hillbillies who pretty much try to ruin their lives. It's awesome.<br /><br />We are treated to anal rape, vicious beatings, bow and arrow killings, shootings, broken bones, etc... A lot like 1974's ""Texas Chainsaw Massacre,"" to say that ""Deliverance"" is believable would be immature. This would never and could never happen, even in the dark ages of 1972.<br /><br />""Deliverance"" is a very entertaining ride and packed full of action. It is one in a huge pile of exploitation films to come from the early 70's and it (arguably) sits on top of that pile with it's great acting, superb cinematography and excellent writing.<br /><br />8 out of 10, kids.",positive
"I don't think a movie like this would be released today. It takes it's time to present the depth of the characters and the plot isn't full of twists and turns to keep you on the edge of your seat.<br /><br />But, what this film does have: an interesting study in how families' deal with grief. How when the language for healing and over-coming tremendous loss leaves us mute, and we rely on raw emotions instead. Grief without reason and patience is anger, even hate. And unfortunately, the lead character (a young boy who accidently shoots and kills his brother while hunting) in the film is given more than his fair share of it. He eventually leaves and moves in with his grandfather (Wilford Brimley) who makes it clear to him that it WAS an accident. I got the impression that this young man knew that in his heart, but needed to hear those words from his parents, and to receive their forgiveness.<br /><br />What I loved about this film: the lack of dialog. There was a tremendous emphasis on physical reaction, facial expressions. And the slower pace of the film allows you to really watch the reactions of the actors. Something we don't get to do alot of with today's films.<br /><br />",positive
"The 1960's were a time of change and awakening for most people. Social upheaval and unrest were commonplace as people spoke-out about their views. Racial tensions, politics, the Vietnam War, sexual promiscuity, and drug use were all part of the daily fabric, and the daily news. This film attempted to encapsulate these historical aspects into an entertaining movie, and largely succeeded.<br /><br />In this film, two families are followed: one white, one black. During the first half of the film, the story follows each family on a equal basis through social and family struggles. Unfortunately, the second half of the movie is nearly dedicated to the white family. Admittedly, there are more characters in this family, and the story lines are intermingled, but equal consideration is not given to the racial aspects of this century.<br /><br />On the whole, the acting is well done and historical footage is mixed with color and black and white original footage to give a documentary feel to the movie. The movie is a work of fiction, but clips of well-known historical figures are used to set the time-line.<br /><br />I enjoyed the movie but the situations were predictable and the storyline was one-sided.",negative
"There wasn't a 0 in the voting option so i was compelled to use the next available figure.<br /><br />It is a sad day for bollywood when such type of movies which have star-cast actors is nothing more are than a bunch of juvenile acting, and an awful script.<br /><br />This movie is nowhere near to be called a clone of Hitch. Salman khan with his usual take-off-you-shirt theme and Govinda with his in-humorous laughs. If somebody had told 2 decades ago that I would be writing a comment on Salman (after his success with Maine Pyar Kiya), I would have written him/her off.",negative
"This is a great British film. A cleverly observed script with many quotable lines, which captures perfectly what magic mushrooms can do to a man over a weekend. As per usual Phil Daniels is excellent along with that most under rated of British actors Geoff Bell. Peter Bowles with a joint hanging out of his mouth is a casting masterstroke and Gary Stretch with his brooding looks brings something strangely atmospheric to the piece. Although it seems to be billed as a biker movie, i think it will find an audience outside of this, purely on the premise that a lot of people have been there done it and got the t-shirt. also A great original soundtrack with a blinding version of Freebird. This really could be a 21st century heir to the famous Ealing comedies. Like the weed in the Welsh fields: it's a grower!",positive
"I haven't seen so many people packed outside a theater since Star Wars Episode III. Both shows sold out, and for good reason. The Man With the Screaming Brain was the best movie to see with a crowd full of geeks. (Hey, I'm a dork too.) <br /><br />Bruce Campbell was present and had the whole crowd in stitches! The movie was cheesy in the best possible way. It may be the funniest movie that Bruce has done. Ted Raimi steals the show with his Bulgarian hip hop-itude and zany facial expressions, he is a laugh riot! Who knew that Ted could rap? <br /><br />I changed my mind, the person who stole the show was actually a robot. There is nothing funnier than a robot...doing the robot.<br /><br />As for Bruce's performance: ""I take the 5th."" Thanks Bruce. Thanks for being cool, thanks for taking the time, thanks for all of the fun.",positive
"It is like what the title of this thread say. Only impression I got from that movie is that Marlee Matlin's character was always angry, so cynical, and so pathetic. Her character's first date with William Hurt's character where they were dancing were dumb. All in all, I've tried to finish watching the movie four times, and of all four times I fell asleep. I would keep watching that movie with one intention... to beat my problem with insomnia, because all it do is to put me to sleep. Sweet dream.",negative
"A mix of comedy, romance, music(?!), action and horror. A knockout. This is one of the reasons people rave about Hong Kong cinema. If you're looking for something totally original, look no further. Entertainment at it's peak.",positive
"While this movie did have a few scary moments (great use of music and film angles to build suspense), it's obvious director Ethan Wiley and scriptwriter Ellary Eddy didn't waste any time researching their subject matter; which also makes me question their claim that the exorcism scenes were overseen by a genuine Catholic bishop.<br /><br />Amongst the many inconsistencies: <br /><br />* Jacob the Roman Catholic priest, when we first meet him outside the church, is wearing an academic robe over his clericals rather than the typical alb, chasuble or surplice. Academic robes are commonly worn by Protestant ministers in liturgical denominations, not Roman Catholic priests. <br /><br />* Jacob the priest quotes some obscure and disturbing scripture about the angels taking up weapons. He attributes it to St. Paul. This verse is not from St. Paul's writings, neither is it in the Bible. I can't even find it in the Gnostic scriptures. <br /><br />* Jacob tells his bishop he doesn't believe in demon possession and turns down the request to study exorcism but does a complete 180 (later that same day?) within minutes of talking to possessed Isabelle. Sure, it's possible; but a little unrealistic. See Father Damien as a priest/psychologist in the original THE EXORCIST for a bit more realistic portrayal of a skeptic-turned-believer. <br /><br />* Miguel, the former priest turned farmhand, is the first to try an exorcism on Isabelle. He quotes scripture, and she quotes back. He says ""I see you know Psalm 65"" - she corrects him ""that's Psalm 67"" - they're both wrong. <br /><br />* Miguel, the former priest who just got done performing an exorcism - making the sign of the cross, calling on the name of Christ, applying holy water, etc. - tells Jacob he doesn't believe in church and he doesn't believe in God. (Maybe he's just conflicted?) Jacob enlists him to put on home-made vestments and have another go at it anyway. <br /><br />* Miguel, the former ROMAN CATHOLIC priest, crosses himself backwards (or Eastern Orthodox-style). As an Hispanic Roman Catholic who USED to be a priest, he should've crossed himself forehead to sternum, left-side to right side of chest.<br /><br />I had to read into the little side stories to get the notion Satan was messing with the whole family, not just Isabelle; but even in the end it was hard to say for sure if anyone was really guilty of the images in their heads or if it was all demonic trickery (except for the sheriff - it's pretty clear he was guilty).<br /><br />On the positive side: Isabelle was CREEPY - in my opinion she was the best part of the whole movie and I liked the plot twist with Claire.<br /><br />I'm just not sure if the movie was meant to be serious or a spoof.<br /><br />Listening to the running commentary with Cameron Daddo and Ethan Wiley, I'm inclined to believe it was a joke.",negative
